tweet
"@RonaldLampard8 HAHAHAHAHA UNTUK PARA CEBONGER DAN BUZZERP,
TANDINGI DEMO MAHASISWA KALAU BISA, KITA LIHAT APAKAH BUZZERP DAN  CEBONGER BISA SEBANYAK MAHASISWA YANG DEMO DI INDONESIA PADA 11 APRIL BESOK. KALAU GA BISA NANDINGI MASA NYA, FIKS BERARTI CEBONGER DAN BUZZERP GA ADA MASA NYA."
"Yang di atas  gak boleh ngomong perpanjang masa jabatan, 
yang di bawah teruss grilya sponsor 3 priode ..

Pake stiker gitu dapat gratis BBM gak ya genks??

#MahasiswaBergerak 

Demo Mahasiswa BEM 11April https://t.co/0X1PoN9OCT"
"Demo mahasiswa dimana².. Wahai media televisi kalian dimana!!.. 
#PembungkamanMedia 
#MahasiswaBergerak 
@CNNIndonesia @KompasTV @tvOneNews @TRANSTV_CORP 
@Indosiar
@KompasTV"
"@zenny_ahmad HAHAHAHAHA UNTUK PARA CEBONGER DAN BUZZERP,
TANDINGI DEMO MAHASISWA KALAU BISA, KITA LIHAT APAKAH BUZZERP DAN  CEBONGER BISA SEBANYAK MAHASISWA YANG DEMO DI INDONESIA PADA 11 APRIL BESOK. KALAU GA BISA NANDINGI MASA NYA, FIKS BERARTI CEBONGER DAN BUZZERP GA ADA MASA NYA."
"@maspiyuaja @DonAdam68 HAHAHAHAHA UNTUK PARA CEBONGER DAN BUZZERP,
TANDINGI DEMO MAHASISWA KALAU BISA, KITA LIHAT APAKAH BUZZERP DAN  CEBONGER BISA SEBANYAK MAHASISWA YANG DEMO DI INDONESIA PADA 11 APRIL BESOK. KALAU GA BISA NANDINGI MASA NYA, FIKS BERARTI CEBONGER DAN BUZZERP GA ADA MASA NYA."
"@Lelaki_5uny1 Hadehhh ban sereppp... Brangkaat sana ke papua, nkri harga mati, ga sah melu2 himbau demo mahasiswa"
"Pernah Gelar Lomba Orasi, Harusnya Tak Ada Upaya Polri Halangi Demo Mahasiswa https://t.co/Ti4v8TXzwF https://t.co/RjuYJLuCMj"
@iwanalidarmawan Setelah dapat duit hasil demo mahasiswa mampir di lokalisasi
@MamaGlo10 @kangdede78 astagfirulloh..nih cebong mungkin udah makan taik rasa coklat kali ya..bong lo kalo bego diem aja napah..yg demo mahasiswa bong bukan buzerp kelaperan kaya lo..dongo
Demo Mahasiswa Soal Wacana Jabatan Presiden Menjamur hingga Nikita Willy Lahirkan Anak Pertama https://t.co/wKcHglH3Ru
"@keuangannews_id Masyarakat diminta tidak ikut2an..lha emg klo beli sembako dll masyarakat harganya lbh murah jd masyarakat diminta tidak ikut demo?
Justru tujuan demo mahasiswa untuk suarakan tuntutan rakyat terkait konstitusi dan kebutuhan pokok dll..msa mayarakat malah hanya nonton doang!?"
"Adakah Politisi atau Ketum Partai yang akan memimpin demo mahasiswa melawan Rezim Oligarki layaknya IBHRS saat memimpin demo membela Agama Islam ?

#MahasiswaBergerak 
#MahasiswaMelawan 
#Tolak3Periode https://t.co/svnUaT0SHn"
@Bintangtoedjo_ Ya seperti tahun 98 yang demo mahasiswa tapi setelah berhasil apakah penggantinya sesuai yang diharapkan. Cuma sedikit yang diharapkan berhasil dicapai selebihnya sama saja masih dikuasai segelintir orang cuma ganti pemain.
"Temui Ketua DPD, Panglima TNI Dukung Aparat Tidak Perlu Represif Hadapi Demo Mahasiswa https://t.co/XlnIoqmii3"
"@pp_ivanpablo @Leonita_Lestari Demo mahasiswa, ya kelas mahasiswa, kalo cuma teriak , dorong2, bakar ban, ya demo kelas pemulung"
"Pernah Gelar Lomba Orasi, Harusnya Tak Ada Upaya Polri Halangi Demo Mahasiswa
https://t.co/QFbnEuKluz"
"@Leonita_Lestari Jangan dengarkan seruan org panik, lanjutkan demo… jangan panik ya mbak, demo mahasiswa bukan mau makar tp menuntut janji2 kampanye"
"@iwanalidarmawan Saat di Demo mahasiswa, paling @jokowi sembunyi digorong gorong tidak berani menghadapi mahasiswa secara langsung."
"@MurtadhaOne1 sdhlah ga usa bahas visi misi demo mahasiswa, demo mrk itu orderan, anak TK jg tau"
@tvOneNews Beneran nih ga mau beritain demo mahasiswa? Gua kira beneran paling beda😌
@mbaH_tugaran Demo mahasiswa sdh di mana2.. salut untuk mahasiswa yg menyuarakan suara rakyat khususnya rakyat kecil..
"TNI Diperbantukan Pengamanan Demo Mahasiswa, Jenderal Andika Pastikan Prajuritnya Bertugas sesuai Tupoksi
#mahasiswa https://t.co/uLnbQuUqpZ"
"@Nurhadiismail13 @VIVAcoid Masa ga pernah mendatangkan hasil pak...
Hasil demo mahasiswa kan dah sy bilang, bapak bebas ngomong di medsos itu hasil demo mahasiswa 98 lo pak, pak jokowi bisa jd presiden juga itu hasil dr demo mahasiswa juga, kalo ga ada demo 98, ga ada pergantian kekuasaan..."
"@yt_noeg @zlebor02 @MamiY62 @kangdede78 Demo mahasiswa itu agenda nya tolak penundaan pemilu, dan tolak kenaikan harga bahan pokok, terus lu malah ngomongin soal nurunin presiden, halu banget otaknya... 🤣🤣"
"Siapapun dibalik demo mahasiswa tdk ada masalah, Djumru hidayat dan Marwan batubara kelompok KAMI yg pernah dipenjara dalam kasus penolakan Omnibuslaw bersama mahasiswa, jika terjadi cheos dalam demo nanti kepolisian akan bertindak tdk terkecuali anggota DPD. https://t.co/5HJZxnCNrO"
Menkopolhukam Mahfud MD Ingatkan Aparat Tak Gunakan Kekerasan Hadapi Demo Mahasiswa #alonesia https://t.co/IqjBKItwpK
"Berita covid beredar tiap hari di tv.

Berita demo mahasiswa hilang dr peredaran televisi nasional.

Berita tv isinya pesanan doang  bisa diatur²."
Menkopolhukam Mahfud MD berbicara secara langsung dengan petinggi Badan Intelijen Polri terkait pengawalan demo mahasiswa pada 11 April #demomahasiswa11april https://t.co/GoMJFdnV3a
"Demo mahasiswa jangan cuma sebentar ya, demo mahasiswa itu kayak 98, gak berhenti. Kalau sampai berhenti cuma 1- 2 hari misalnya, jangan salahkan jika ada yang menganggap ini demo bayaran, sama kayak carter mobil harian. 

Udah materinya ngelantur, eh demonya juga ngawur.. ✍"
"Bentar lagi kan katanya mau ada demo mahasiswa tuh, jangan jangan ntar sound darari rock ver viral 😶"
"Ancam Bubarkan Demo Mahasiswa, Polda Metro Jaya Acuhkan Pesan Kapolri saat Lomba Orasi https://t.co/72Sg7AxXrE https://t.co/KYQV4fL5Xh"
"Sudah mulai nampak satu persatu siapa dalang di balik demo mahasiswa.
Kami Rakyat Pendukung @jokowi 2 periode tidak akan membiarkan para perusuh NKRI ini akan merusak.
Rakyat #SayaBersamaJokowi akan melawan💪
#SayaBersamaJokowi 
#SayaBersamaJokowi https://t.co/sOHrZqEUyZ"
@orangbaikbange1 @jokowi Bubarkan akto dibalik demo mahasiswa #SayaBersamaJokowi
"Demo Mahasiswa di Makassar Didukung Emak-emak: Jangan Berhenti Nak, Turunkan Harga Minyak

#RakyatBersamaMahasiswa
 
https://t.co/1hlFhFzKl3"
Panglima TNI Jamin Prajuritnya Tidak Represif saat Bantu Polisi Amankan Demo Mahasiswa 11 April https://t.co/zJz5cbluDc
"Demo Mahasiswa Meluas, Mardani Ali Sera: Wajar Disaat Migor Langka dan Harga-harga Naik https://t.co/eAJXbJRccO https://t.co/XqvacDgDuA"
"@sijadaeng @AliyulBD @awemany Elo ketemuan aja di demo mahasiswa tgl 11 besok, biar gue kepruk palak loe peanG!"
"Demo Mahasiswa di Makassar Didukung Emak-emak: Jangan Berhenti Nak, Turunkan Harga Minyak
 
https://t.co/JiH355A8wJ"
"@Bentir16 @ahista_perdana @ferdianto_ary @NKRIHAR82459132 @sapporo_jack @ImanTangankanan @Anooonyme2 @JawaraSantuy @jey_jailbreaker @ImamMursyalin @bknMuslimEgois1 @ediasmawan @warnadi08 @asmujivahn @GHrp20 @sofiankawar1 @Dwipakelana1 @Prajakelana2 @Iteungik @Dipakelana1 @sakitotak3 @Frans_Priyo @Wirakelana14 @AsliLucuBanget @BDarmaTriH @Daud19761 @ArSunantoaris @YatiBibi @MahbubGhani @YudiSet16452924 @qwelijk @Letkol_Mukidi @El70004 @sastro0001 @antonah61851221 @devanavedraza @H4l1mun_D1n61n @DiptraD @Yonesman2 @anticebong2021 @JunizarT @Ladede3 @BoniCekrik @Anugrh_Prtm3 @Crespo04946885 @2H80457169 @Didi_BMS @ekoguruoke @buzzerbalaiKNTL @ChomZdelaRoCa Panglima TNI Jend TNI Andika saat bertemu Ketua DPD RI AA LaNyalla di Jkt, Sabtu, memastikan TNI tidak akan represif saat bantu polisi menjaga demo mahasiswa.
📌Tolong bantu viralkan, agar aparat memahami ini anak bangsa juga yg demo,generasi penerus NKRI
https://t.co/hbMJ9PX2Al"
@miip______ @kangdede78 Memang betul ada penyebabnya karena pemerintah dah g bisa di oercya!  Seharusnya pemerintah sekarang justrubkoreksi diri karena yg demo mahasiswa yg tidak beralfiasi dgn parpol manapun mereka murni memperjuangkan keinginan rakyat
"Saran saja buat kelen adek adek yang baru lulus, dalam menghadapi demo mahasiswa, hadapi dengan elegan jangan dengan kekerasan, hadapi dengan persuasif jangan anarkis. Jika kekerasan main pentung, main pukul dan main hantam, kecil kemungkinan demo berhenti."
"Minta Rakyat Jangan Ikut Demo Mahasiswa, GP Ansor: Lebih Baik Fokus Ibadah Ramadhan: Sebuah video yang memperlihatkan pimpinan GP Ansor Kecamatan Bebelan Kabupaten Bekasi meminta rakyat jangan ikut demo mahasiswa terkait… https://t.co/kJXFdrR9uq #News #gpansor #demomahasiswa"
"Mahfud MD Sikapi Rencana Demo Mahasiswa 11 April 2022, Menko Polhukam Beri Pesan untuk Aparat https://t.co/fPM2ZZ0vPe"
"Ancam Bubarkan Demo Mahasiswa, Polda Metro Jaya Acuhkan Pesan Kapolri saat Lomba Orasi https://t.co/JsQ4WgaV8n lewat @https://www.maduraexpose.com"
"Tanggapi Rencana Demo Mahasiswa di Istana Negara, Wiranto Pertanyakan Urgensi Aksi 11 April https://t.co/gpIA9z3Peu https://t.co/sItTJBLdBR"
"@ekowboy2 @mohmahfudmd @__Sridiana_3va @geloraco @OposisiCerdas @keuangannews_id @Nicho_Silalahi @msaid_didu @CNNIndonesia @hnurwahid @aniesbaswedan @Hilmi28 @The_BosGenk Panglima TNI Jend TNI Andika saat bertemu Ketua DPD RI AA LaNyalla di Jkt, Sabtu, memastikan TNI tidak akan represif saat bantu polisi menjaga demo mahasiswa.
📌Tolong bantu viralkan, agar aparat memahami ini anak bangsa juga yg demo,generasi penerus NKRI
https://t.co/hbMJ9PX2Al"
"Ramai #TurunkanJokowi Jelang Demo Mahasiswa 11 April 2022 di Twitter, Begini Asal Muasalnya https://t.co/km1Ez05546"
"Demo Mahasiswa 11 April Incar Jokowi, Adian Napitupulu: ke Mana Para Menteri dan Ketua Partai yang Melemparkan Wacana Itu? https://t.co/ZxLsuxrLIf lewat @Repelita Online"
@EdiMahaMG Saya paling/sangat benci Buzzer yg kini masif &amp; sistematis khususnya jelang Demo Mahasiswa 11 April yad..Mungkn ribuan bhkn jutaanrobot diperankn sbg buzzer dgn membuat opini menyesatkn. Maklum rakyat qt msih rentan di adu domba..@refrizalskb @Nicho_Silalahi
disini moots ku ada yg ikut demo mahasiswa ga? jwb pls
"Ancam Bubarkan Demo Mahasiswa, Polda Metro Jaya Acuhkan Pesan Kapolri saat Lomba Orasi https://t.co/NgHp2Mep0D lewat @Repelita Online"
"gw kudet atau gmn yaa kyknya dr kemaren2 temen temen gw pada heboh demo mahasiswa, tp gw sendiri gatau demonya ttg apaaa. hadehh bisikin dong bestie ada demo apa"
"Pemerintah sudah ketar ketir... 
Takut di demo mahasiswa dan rakyat ya..?!? 
Makanya loe, bikin kebijakan yang berpihak pada rakyat. 
Bisa ngatur negara gak sih?!"
"@FERDIHARAHAP7 Ingat negeri ini milik seluruh warga negara Indonesia. Bukan milik segelintir oligarki dan cecunguknya
#MahasiswaTumbangkanTirani 

https://t.co/wtcBaXAxq0"
"@IstanaLurah Jalan masuk jakarta di cegat gak boleh masuk.... katanya gak takuuut di demo mahasiswa😂🤣, mana TNI garis lurus yg mw bantu mahasiswa masuk jkt https://t.co/ueeW4A6GSI"
@Lelaki_5uny1 Ormas mesum kok sok-sok an menentang demo mahasiswa. https://t.co/LNG4MDeykK
"@zarazettirazr Demo mahasiswa 98 ditunggangi para petualang yg menebar sentimen etnis. Orang2 berambut cepak didrop di area2 bisnis, lakukan pembakaran lalu ditinggal, kemudian massa datang utk menjarah, kerusuhannya sangat sistematis, by design."
"Demo Mahasiswa gak Jelas, ditunggangi !! 

#jokowi https://t.co/t6LzMyGD8s"
"@awokwikbanget @fullmoonfolks dr Eva Chaniago Melayangkan Kritik Tajam Ketika Polisi Ancam Akan Bubarkan Demo Mahasiswa 11 April 2022
Kami Dukung #MahasiswaBergerak 

https://t.co/s8Fzraru8X"
"@fullmoonfolks hadehhhh 

dr Eva Chaniago Melayangkan Kritik Tajam Ketika Polisi Ancam Akan Bubarkan Demo Mahasiswa 11 April 2022
#MahasiswaTumbangkanTirani 

https://t.co/s8Fzraru8X"
"@fullmoonfolks dr Eva Chaniago Melayangkan Kritik Tajam Ketika Polisi Ancam Akan Bubarkan Demo Mahasiswa 11 April 2022
#MahasiswaTumbangkanTirani 

https://t.co/s8Fzraru8X"
"@LaNyallaMM1 Jelas panglima TNI aja ke beliau, kok ada yg fitnah kalo inisiator demo mahasiswa? Situ sehattt"
"Polda Metro Ancam Bubarkan Demo Mahasiswa, Pengamat Ingatkan Pesan Kapolri saat Lomba Orasi https://t.co/4fQHqiiTnQ"
"Demo mahasiswa demi kepentingan kelompok tertentu bukan rakyat 

Tolak aksi 11 April https://t.co/Zbj4R97fX9"
"Demo Mahasiswa 11 April, Mahfud Minta Aparat Tak Bawa Peluru Tajam https://t.co/fxHiZB1II7"
"@StopPlandemit @sheykaemily @AZHARFRS Ada siaran demo mahasiswa di tv gak ?
Udah lama tevenya mati 🤭🤭🤭"
"11 April bakal seru nih twitter.
debut GoTo di Pasar modal sama demo mahasiswa."
"@SackidiC @satriohendri Kau yg bodoh, kalo bukan hasil demo mahasiswa 1998, mungkin saat ini yg jadi presiden hanya golongan elite bukan golongan Jokowi."
@elkrova @BEM_SI BEM SI gk ada agenda turunkan jokowi...yg harus diwaspadai adalah penyusupan HTI dan gerombolannya saat demo mahasiswa...
"@ZahraAm66707381 @begoeloh @kicaudaffa @akbarBS4L @Minietweets_ @budimandjatmiko Lhooo..bapak nya @begoeloh ini emang mahasiswa yg mo demo ntar senin?? 

konteks kita demo mahasiswa nanti senin..jgn liarrr asal tembak

Santay..jokowi sampai 2024"
Kalau ini ada ijinnya GK yah pak P OL ISI 🤔🤔🤔🤔https://t.co/XoJ0AWdg7h
@iwanfals Alamak bosnya di demo mahasiswa dimana mana...... apa udah tidak peduli lagi????😁😁😁😁😁😁
"Jelang Demo Mahasiswa 11 April, Kubu Pemerintah dan Rakyat Perang Tagar di Twitter https://t.co/J6fKJhln8K"
"Demo Mahasiswa Senin 11 April, Mahfud ke Aparat: Tidak Bawa Peluru Tajam, Tidak Boleh Ada Kekerasan! https://t.co/tiDYWeSsvK #Terbaru #ada #aparat #april #bawa"
"@maxhansens50 Mereka yang teriak wacana 3 periode dan penundaan pemilu, kenapa diam dengan aksi demo mahasiswa ? Berarti ada yang ngga beres #SayaBersamaJokowi"
"@tvOneNews Jangan posting berita beginian...kurang mendidik
Lebih baik liput demo mahasiswa yg membela kedaulatan rakyat...seperti nya takut ya memposting demo"
"@PecanduKretek Mahasiswa Begok kek lu aja yg demo, Mahasiswa beneran paham konstitusi dan gak akan angkat issue murahan.

Goodbye @PecanduKretek"
@Irmiku13 saya kok punya pikiran kalau ucup ini untuk alihkan isau demo mahasiswa 11
Menko Polhukam Mahfud MD meminta aparat tidak membawa peluru tajam saat mengamankan demo mahasiswa.  #DemoMahasiswa https://t.co/9tU2bP0bmP
"@Wandystjk @T3RY_1 Setiap ada demo mahasiswa, foto ini selalu muncul 😂😂😂"
@Jens_vista @CNNIndonesia @KompasTV @tvOneNews @TRANSTV_CORP @Indosiar @ReflyHZ @KRMTRoySuryo2 @msaid_didu @Helmi_Felis @Mdy_Asmara1701 @Nicho_Silalahi media2 taik kepunyaan cukong komunis china...mana mau memberitakan demo mahasiswa...makan dan minumnya dari komunis china.
Ini demo mahasiswa mosinya apa ya?
"Ancam Bubarkan Demo Mahasiswa, Polda Metro Jaya Acuhkan Pesan Kapolri saat Lomba Orasi https://t.co/TStHRQpkvT https://t.co/JjR9uSjUwl"
"@SanusiUndins Kalau bisa garang nya kalian melebihi Mahasiswa 98...kalian Bisa..? Gua tunggu Aksi Luh besok...salam dri gua "" Saksi demo mahasiswa 98 "" 😎😎"
"Pemerintah Ingatkan Aksi Demo Mahasiswa Tertib, Aparat  Tak Boleh Bawa Peluru Tajam https://t.co/vzdgbbFFy4"
"@IndraJPiliang Demo mahasiswa sah"" saja karena menunjukan negara demokrasi....tapi waspada adanya gerakan "" yg akan mendompleng mahasiwa dng tujuan makar tersembuyi.....ini yg perlu diwaspadai......!!!"
@_Revelio_ karna media jg males ngeliput hal2 kekgini karna makin kesini demo mahasiswa makin ga ada tujuannya cuma seneng2 aja nih tonton dlu nihh ttps://youtu.be/wIrL17vwK-k
"Di sela² demo mahasiswa, Anggota polri dpt kuliah gratis di jalanan.
@DivHumas_Polri https://t.co/c0LCqBMSzC"
"Ko sama ya  demo mahasiswa juga ga ada yg mau memberitakan 
 https://t.co/cDwle6e30S"
"@tempodotco @BEM_SI = jiper.👎

Ayo donk teriak yg lantang seperti awal-awal.😀

Demo mahasiswa sekarang ga murni sprti demo mahasiswa '98.
Tahun '98 demo menumbangkan diktator yg korup.
Kl demo yg sekarang? Yakin nich murni dr mahasiswa yg membela rakyat? Rakyat yg mana?"
"@VIVAcoid Polisi tidak becus kerja, demo mahasiswa tolak 3 periode bikin macet jalan istana bogor

Yg benar 😂🤣"
"Ancam Bubarkan Demo Mahasiswa, Polda Metro Jaya Acuhkan Pesan Kapolri saat Lomba Orasi
https://t.co/u4xuNcvRfu"
"@Sunitakiran4 @DokterTifa Coba dah,,setiap ada demo mahasiswa ada mahasiswa tandingan,,,kepala desa ada kepala desa tandingan,,,apakah itu bukan sesuatu yang sengaja di benturkan ya,,,🤔"
"@BinsarNixon_ST @Aasteno3 @Helmi_Felis DEMO MAHASISWA 
TANGGAL 11 - 04 - 2022 
HANYA 
"" PENGALIHAN ISU "" 
AGAR 
ANIES BASWEDAN 
"" LOLOS "" 
DARI 
""SOROTAN MASYARAKAT"".

DI MANA 
ANIES BASWEDAN 
""TIDAK BERANI HADIR"" 
DI DALAM RAPAT KERJA 
MPR - DPR DKI 
UTK 
LAPORAN PERTANGGUNG JAWABAN HASIL KERJA 
TAHUN 2021. https://t.co/jfsnNLx7Oc"
"@ekorudipriyant2 Nah heran, kok nggak ada 1 pun tv yg meliput demo mahasiswa ya."
"@democrazymedia Ky demo mahasiswa y bu, udh bnyk dmna2 tpi g ad d tv😁"
"Pesan Gus Baha untuk aksi Demo Mahasiswa Tolak Jokowi 3 Periode.

https://t.co/64dWAkHySy

#RakyatBersamaMahasiswa 
#MahasiswaBergerak"
"@cah__ndeso @Helmi_Felis @BEMUI_Official Jadi 
Demo Mahasiswa 
Tanggal 11 - 04 - 2022 
Hanya 
PENGALIHAN ISU 
Agar 
ANIES BASWEDAN 
"" LOLOS "" 
Dari 
SOROTAN MASYARAKAT."
"@GME_Gun @HERUMAX1 @HMaxmara @BersamaSahabat4 @KakekHalal @Ar1Pangeran @arya_dipa45 @ChanEbrani @NEY_4PU3 @GarengHallu @PrabuJordan @MataNajwa @TVRINasional @MNCNewsroom @jokowi @DPR_RI @Kemhan_RI @kempanrb @Kemsetneg__ @NasDem @psi_id @Gerindra @PDI_Perjuangan @SBYudhoyono @JubirPresidenRI @_TNIAU Demo Mahasiswa 
Tanggal 11 - 04 - 2021 
Hanya 
PENGALIHAN ISU 
Agar 
ANIES BASWEDAN 
"" LOLOS "" 
Dari 
SOROTAN MASYARAKAT."
"@yudi_ssc Bukan kemenangan mahasiswa tuh? Kan bilangnya itu demo mahasiswa tuh? 😂😂. Rakyat bersama Jokowi, sedangkan Mahasiswa goblok bersama kaum K*drun. 😂"
"Demo Mahasiswa 11 April, Menkopolhukam Minta Aparat Keamanan dan Penegak Hukum Tidak Melakukan Kekerasan https://t.co/sJDRUs3Aik"
Masa watimpres ngurusin demo mahasiswa?
Ngadepin demo mahasiswa kek mau perang aja https://t.co/b0UxS3QkiM
"Demo mahasiswa mulai menjamur, hampir smua mahasiswa di seluruh Indonesia menyuarakan suara yg sama, terkadang amarah pun disuarakan dalam suatu orasi, Bagaimana tdk mahasiswa tdk marah? Ad rencana utk membuat negeri ini tambah Merana tapi ada yg aneh di suatu provinsi. #FqM"
"Demo Mahasiswa Meluas, Mardani Ali Sera: Wajar Disaat Migor Langka dan Harga-harga Naik
https://t.co/sdkKoZe2Dk"
"@PakkatDayak Hahaa mana berani dia bang. Dia tahu gak ada apa2nya aksi 11 April. Abis demo mahasiswa pulang ke rumah, main game atau pacaran. Karena isunya ga ada yg begitu urgen. Semua Tuntutannya udah basi. 😂
Yg nekat rusuh, LEBARAN DI PENJARA

(Foto habis demo makan sop babi 😂) https://t.co/IJWSIdIbJ3"
"HAHAHHAHAHAH temen gue ada isilop sensi bgt sama demo &amp; mahasiswa ssampe ngebela tindakan isilop yg ngelakuin kekerasan sampe muter balikin fakta ""yg bikin rusuh tuh mahasiswa!"" buset bos, lu aja maen pukul anak org pdhl mahasiswanya cuma lari ngindarin gas air mata https://t.co/h90lI887Bi"
"@kangdede78 Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) berencana menggelar  demo mahasiswa di Istana Negara, Jakarta Pusat pada Senin, 11 April 2022 mendatang. 

Selamat Berjuang Nak 🙂👍

#MahasiswaBergerak https://t.co/2L323mUfHt"
Mahfud Minta Polisi Tak Bawa Peluru Tajam pada Demo Mahasiswa 11 April https://t.co/hxbnkaOxzs
"Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) berencana menggelar  demo mahasiswa di Istana Negara, Jakarta Pusat pada Senin, 11 April 2022 mendatang. 

Selamat Berjuang Nak 🙂👍

#MahasiswaBergerak https://t.co/2L323mUfHt"
@tvOneNews Coba sekali sekali beritain demo mahasiswa juga
@tvOneNews Demo mahasiswa sdh diliput blm? Aneh kalo sampe blm
Mahasiswa minta Jokowi tolak maju lagi di pemilu 2024 https://t.co/4c3ujw9sQe
